"","household_key","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS","WEEK","X","BASKET_ID","PRODUCT_ID","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DEPARTMENT","COMMODITY_DESC","SUB_COMMODITY_DESC"
"36",2,0,0,0,0,0,0,21,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"37",2,0,0,0,0,0,0,20,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"38",2,0,0,0,0,0,0,19,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"39",2,0,0,0,0,0,0,18,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"40",2,0,0,0,0,0,0,17,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"41",2,0,0,0,0,0,0,16,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"42",2,0,0,0,0,0,0,15,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"43",2,0,0,0,0,0,0,14,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"44",2,0,0,0,0,0,0,13,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"45",2,0,0,0,0,0,0,12,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"46",2,0,0,0,0,0,0,11,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"47",2,0,0,0,0,0,0,10,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"48",2,0,0,0,0,0,0,9,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"49",2,0,0,0,0,0,0,8,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"50",2,0,0,0,0,0,0,7,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"51",2,0,0,0,0,0,0,6,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"52",2,0,0,0,0,0,0,5,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"53",2,0,0,0,0,0,0,4,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"54",2,0,0,0,0,0,0,3,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"55",2,0,0,0,0,0,0,2,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"56",2,0,0,0,0,0,0,1,57820,36029272239,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"57",3,0,0,0,0,0,0,28,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"58",3,0,0,0,0,0,0,27,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"59",3,0,0,0,0,0,0,26,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"60",3,0,0,0,0,0,0,25,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"61",3,0,0,0,0,0,0,24,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"62",3,0,0,0,0,0,0,23,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"63",3,0,0,0,0,0,0,22,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"64",3,0,0,0,0,0,0,21,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"65",3,0,0,0,0,0,0,20,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"66",3,0,0,0,0,0,0,19,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"67",3,0,0,0,0,0,0,18,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"68",3,0,0,0,0,0,0,17,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"69",3,0,0,0,0,0,0,16,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"70",3,0,0,0,0,0,0,15,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"71",3,0,0,0,0,0,0,14,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"72",3,0,0,0,0,0,0,13,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"73",3,0,0,0,0,0,0,12,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"74",3,0,0,0,0,0,0,11,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"75",3,0,0,0,0,0,0,10,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"76",3,133,300.94,258.64,-42.3,0,0,9,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"77",3,0,0,0,0,0,0,8,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"78",3,0,0,0,0,0,0,7,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"79",3,0,0,0,0,0,0,6,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"80",3,0,0,0,0,0,0,5,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"81",3,0,0,0,0,0,0,4,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"82",3,0,0,0,0,0,0,3,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"83",3,0,0,0,0,0,0,2,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"84",3,0,0,0,0,0,0,1,45131,35713870595,819255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"85",4,0,0,0,0,0,0,28,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"86",4,0,0,0,0,0,0,27,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"87",4,0,0,0,0,0,0,26,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"88",4,0,0,0,0,0,0,25,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"89",4,0,0,0,0,0,0,24,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"90",4,0,0,0,0,0,0,23,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"91",4,0,0,0,0,0,0,22,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"92",4,0,0,0,0,0,0,21,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"93",4,0,0,0,0,0,0,20,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"94",4,0,0,0,0,0,0,19,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"95",4,0,0,0,0,0,0,18,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"96",4,0,0,0,0,0,0,17,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"97",4,0,0,0,0,0,0,16,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"98",4,0,0,0,0,0,0,15,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"99",4,0,0,0,0,0,0,14,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"100",4,0,0,0,0,0,0,13,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"101",4,0,0,0,0,0,0,12,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"102",4,47,121.09,109.61,-11.48,0,0,11,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"103",4,0,0,0,0,0,0,10,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"104",4,0,0,0,0,0,0,9,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"105",4,0,0,0,0,0,0,8,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"106",4,0,0,0,0,0,0,7,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"107",4,0,0,0,0,0,0,6,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"108",4,0,0,0,0,0,0,5,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"109",4,0,0,0,0,0,0,4,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"110",4,0,0,0,0,0,0,3,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"111",4,0,0,0,0,0,0,2,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"112",4,0,0,0,0,0,0,1,115789,40509961995,947095,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","POTTED MEATS AND SPREADS"
"113",5,0,0,0,0,0,0,28,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"114",5,0,0,0,0,0,0,27,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"115",5,0,0,0,0,0,0,26,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"116",5,0,0,0,0,0,0,25,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"117",5,0,0,0,0,0,0,24,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"118",5,0,0,0,0,0,0,23,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"119",5,0,0,0,0,0,0,22,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"120",5,0,0,0,0,0,0,21,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"121",5,0,0,0,0,0,0,20,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"122",5,0,0,0,0,0,0,19,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"123",5,0,0,0,0,0,0,18,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"124",5,0,0,0,0,0,0,17,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"125",5,0,0,0,0,0,0,16,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"126",5,0,0,0,0,0,0,15,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"127",5,0,0,0,0,0,0,14,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"128",5,0,0,0,0,0,0,13,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"129",5,15,79.34,74.93,-4.41,0,0,12,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"130",5,0,0,0,0,0,0,11,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"131",5,0,0,0,0,0,0,10,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"132",5,0,0,0,0,0,0,9,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"133",5,0,0,0,0,0,0,8,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"134",5,0,0,0,0,0,0,7,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"135",5,0,0,0,0,0,0,6,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"136",5,0,0,0,0,0,0,5,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"137",5,0,0,0,0,0,0,4,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"138",5,0,0,0,0,0,0,3,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"139",5,0,0,0,0,0,0,2,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"140",5,0,0,0,0,0,0,1,29635,35463357641,1006906,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC. DAIRY","REFRIGERATED PASTA SAUCE"
"141",6,0,0,0,0,0,0,28,5148,34748999550,878715,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"142",6,0,0,0,0,0,0,27,5148,34748999550,878715,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"143",6,0,0,0,0,0,0,26,5148,34748999550,878715,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"144",6,0,0,0,0,0,0,25,5148,34748999550,878715,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"145",6,0,0,0,0,0,0,24,5148,34748999550,878715,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"146",6,0,0,0,0,0,0,23,5148,34748999550,878715,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"147",6,0,0,0,0,0,0,22,5148,34748999550,878715,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"148",6,0,0,0,0,0,0,21,5148,34748999550,878715,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
